iter	Logloss
525	0.3866973796
526	0.3866080463
527	0.3865687188
528	0.386562768
529	0.3864510932
530	0.3863995429
531	0.3863698906
532	0.3863058628
533	0.3863055018
534	0.3862578434
535	0.3862277264
536	0.3862150984
537	0.3861896766
538	0.3861433626
539	0.3860298622
540	0.3859671545
541	0.3858954918
542	0.3857982436
543	0.3857687285
544	0.3857564335
545	0.3856855867
546	0.3856488387
547	0.3856428028
548	0.3856373134
549	0.3855361662
550	0.3855221628
551	0.3853997069
552	0.3853338541
553	0.3853049988
554	0.3852642679
555	0.3852458167
556	0.3852000203
557	0.385129864
558	0.3850618173
559	0.3849951123
560	0.3849244206
561	0.3849225074
562	0.3848793744
563	0.3848690521
564	0.3848555568
565	0.3848070554
566	0.3847923493
567	0.3847798714
568	0.3847281507
569	0.3847222907
570	0.3846629166
571	0.3846393006
572	0.3845546139
573	0.384504592
574	0.3844586699
575	0.3844308029
576	0.384410618
577	0.3844106068
578	0.3843702067
579	0.3843142087
580	0.3842785792
581	0.384275488
582	0.3842209041
583	0.3842001542
584	0.3841454125
585	0.3840919802
586	0.3840835455
587	0.3840833194
588	0.3840656139
589	0.3840346867
590	0.3839587093
591	0.3838820859
592	0.3838744627
593	0.383869538
594	0.3838332262
595	0.3837933747
596	0.3837811288
597	0.3837390527
598	0.3837201589
599	0.3836906308
600	0.383690627
601	0.3836009864
602	0.3835308894
603	0.3834982366
604	0.3834562685
605	0.3833482426
606	0.3833190759
607	0.3832847443
608	0.3832746968
609	0.38316575
610	0.3830820833
611	0.3830429825
612	0.3829649124
613	0.3829285307
614	0.3828765821
615	0.3828186131
616	0.382777593
617	0.382768298
618	0.3827246495
619	0.3826775334
620	0.3826430527
621	0.3826374869
622	0.3826119159
623	0.3825522775
624	0.38246132
625	0.382435512
626	0.382350328
627	0.3823315555
628	0.3823054561
629	0.382290907
630	0.3822470901
631	0.3822470849
632	0.3822188439
633	0.3821645025
634	0.3821644853
635	0.3821454593
636	0.3820857293
637	0.3819860389
638	0.3819511956
639	0.3819412659
640	0.3819187412
641	0.3818458907
642	0.381844176
643	0.3818231696
644	0.3818190729
645	0.3818010482
646	0.3816859855
647	0.3816436737
648	0.3816021859
649	0.3815888582
650	0.3815704918
651	0.3815351798
652	0.3814370897
653	0.3814072512
654	0.3813866362
655	0.3812866415
656	0.3812417243
657	0.381225129
658	0.3811820499
659	0.3811570071
660	0.3811405017
661	0.381073364
662	0.3810131855
663	0.3809380453
664	0.3808611823
665	0.3808161071
666	0.3807603385
667	0.3807590243
668	0.380711357
669	0.3806658011
670	0.3806299651
671	0.3806297906
672	0.380598226
673	0.380595222
674	0.3805162504
675	0.3804167846
676	0.3804167606
677	0.3803799351
678	0.380327455
679	0.3803093388
680	0.3803053809
681	0.3802686169
682	0.3802654333
683	0.380236266
684	0.3802093546
685	0.3801657178
686	0.3801294115
687	0.38011837
688	0.380105699
689	0.3800016781
690	0.3799840538
691	0.3799411972
692	0.3799290914
693	0.3798918433
694	0.3798281939
695	0.3797784201
696	0.3797700593
697	0.3797289631
698	0.379693861
699	0.379636459
700	0.3796364459
701	0.3795857423
702	0.3795832482
703	0.3794847662
704	0.3794444431
705	0.3794427557
706	0.3794423721
707	0.3794248812
708	0.3793805189
709	0.3793248972
710	0.379262068
711	0.3792569325
712	0.3791833639
713	0.37914834
714	0.379106974
715	0.3790291489
716	0.3790289924
717	0.3789982683
718	0.3789393259
719	0.3789086404
720	0.3788868001
721	0.3788665675
722	0.3788042683
723	0.3787811963
724	0.3787659528
725	0.3787426182
726	0.3787366312
727	0.3786931238
728	0.3786095355
729	0.3785457886
730	0.3785091655
731	0.3784650962
732	0.3784363897
733	0.3784363684
734	0.3784311601
735	0.3783983846
736	0.3783372046
737	0.37831539
738	0.3783144917
739	0.3782444383
740	0.3782155915
741	0.3782155721
742	0.3781792286
743	0.378168349
744	0.3781681666
745	0.378110257
746	0.378108758
747	0.3781067532
748	0.378090391
749	0.3780701939
750	0.3780408813
751	0.3780178565
752	0.3779926747
753	0.3779637753
754	0.3779407327
755	0.3779186082
756	0.3779144858
757	0.3778611742
758	0.3778324773
759	0.3778267266
760	0.377817266
761	0.3777830164
762	0.3777656224
763	0.3777352107
764	0.3776329461
765	0.3776213556
766	0.377613672
767	0.3776075781
768	0.3775104094
769	0.3775060655
770	0.3774749991
771	0.3774410173
772	0.3773929498
773	0.377301989
774	0.3772778912
775	0.3772655524
776	0.3772490067
777	0.3771989
778	0.3770812081
779	0.3770377592
780	0.3770148588
781	0.3770059697
782	0.3769954334
783	0.3769822944
784	0.3769821651
785	0.3769504111
786	0.3768706113
787	0.3768621316
788	0.3768367267
789	0.3768268456
790	0.376794945
791	0.3767319696
792	0.3767059296
793	0.3766947738
794	0.3766736897
795	0.3766686424
796	0.3766469604
797	0.3766098356
798	0.3765893706
799	0.3765617872
800	0.3765546949
801	0.3765277598
802	0.3764904262
803	0.3764828076
804	0.3764582003
805	0.3763972014
806	0.3763624666
807	0.3763322738
808	0.3763118146
809	0.3762500246
810	0.3762400946
811	0.3761915845
812	0.3761839793
813	0.376103527
814	0.3760728958
815	0.3760479047
816	0.376045035
817	0.3760227428
818	0.375994003
819	0.3759647315
820	0.3759518627
821	0.375906783
822	0.375889067
823	0.3758115367
824	0.3758044164
825	0.3756598769
826	0.3755973282
827	0.3755698518
828	0.3755382034
829	0.3755241574
830	0.3754952055
831	0.3754816925
832	0.3753719863
833	0.3753567238
834	0.3753254987
835	0.3752898786
836	0.3752790809
837	0.3751661965
838	0.3751648629
839	0.3750590953
840	0.3749694768
841	0.3749524034
842	0.374925523
843	0.3749108859
844	0.3749078484
845	0.3748802315
846	0.3748118963
847	0.3748068517
848	0.3747672377
849	0.3747405098
850	0.3746963795
851	0.3746653882
852	0.3746198953
853	0.3745889717
854	0.3745076746
855	0.3744653232
856	0.3743959355
857	0.3743784362
858	0.3743127983
859	0.3742733703
860	0.3741899585
861	0.3741397328
862	0.374120803
863	0.3740365988
864	0.3740210153
865	0.3739945088
866	0.3739422479
867	0.3739222618
868	0.37384561
869	0.3737232912
870	0.37365821
871	0.3736388522
872	0.3735977569
873	0.3734771261
874	0.3734569486
875	0.3733677228
876	0.3732958403
877	0.3731971054
878	0.373148408
879	0.3731060312
880	0.3729840895
881	0.3729477657
882	0.3728782016
883	0.3727776824
884	0.37273535
885	0.3726904123
886	0.3726457124
887	0.3726101894
888	0.3725501531
889	0.3724695167
890	0.3724198543
891	0.3723528042
892	0.3723060159
893	0.3722731312
894	0.3722115044
895	0.3721681535
896	0.3721655297
897	0.3721455907
898	0.3720910632
899	0.3720514147
900	0.3720133489
901	0.3719854619
902	0.3719770923
903	0.3718928436
904	0.3718042671
905	0.3716954883
906	0.3716548434
907	0.3716547489
908	0.3716307688
909	0.3716053741
910	0.371524993
911	0.3715026131
912	0.3714513733
913	0.3713588775
914	0.3713426647
915	0.3712812223
916	0.3712272602
917	0.3711989582
918	0.3711599525
919	0.3711375484
920	0.3711040574
921	0.3710699918
922	0.3710559358
923	0.3710240533
924	0.3709801034
925	0.3708619252
926	0.3708290604
927	0.3707479323
928	0.3707004284
929	0.3706764515
930	0.3705969675
931	0.3705618894
932	0.3704996369
933	0.3704425749
934	0.3703933713
935	0.3703446715
936	0.370317127
937	0.3702912654
938	0.3702322101
939	0.3702071869
940	0.370096099
941	0.3700445176
942	0.3699310743
943	0.369894924
944	0.3698532745
945	0.3698208416
946	0.3697714734
947	0.369712128
948	0.3696937862
949	0.3696291948
950	0.36954849
951	0.3695094113
952	0.3694946277
953	0.369401313
954	0.3693025362
955	0.3692778787
956	0.369160051
957	0.3691250848
958	0.3690976568
959	0.3690561491
960	0.3689871605
961	0.3689594495
962	0.3688931968
963	0.3688622437
964	0.3688080523
965	0.3687747626
966	0.368732889
967	0.3687075893
968	0.3686744653
969	0.3686371212
970	0.3685752756
971	0.3685598439
972	0.3685126491
973	0.3684345413
974	0.3684106224
975	0.3683417685
976	0.3682811564
977	0.3682485265
978	0.3682135763
979	0.3681367591
980	0.3681054046
981	0.3680578305
982	0.3680184411
983	0.367934588
984	0.3679077071
985	0.3678756428
986	0.3678309378
987	0.3677754388
988	0.3677593238
989	0.3677234306
990	0.3676708659
991	0.367657254
992	0.3675694407
993	0.3674921088
994	0.3674779863
995	0.3673915576
996	0.3673299409
997	0.3672695311
998	0.3671929563
999	0.3671315347
